url_path,views_total,views_unique
/ConnorStoneAstro/AutoProf-Legacy,11,7
/ConnorStoneAstro/AutoProf,2,2
/ConnorStoneAstro/AutoProf/blob/main/docs/index.rst,1,1
/ConnorStoneAstro/AutoProf-Legacy/tree/main/autoprof,1,1
/ConnorStoneAstro/AutoProf-Legacy/tree/main/docs,1,1
